employee_id,date,check_in,check_out,status,working_hours
1004,2024-01-20,1900-01-01 09:01:00,1900-01-01 18:28:00,Present,9.45
1004,2024-01-21,1900-01-01 09:08:00,1900-01-01 17:33:00,Present,8.416666666666666
1004,2024-01-22,1900-01-01 09:06:00,1900-01-01 17:10:00,Late,8.066666666666666
1004,2024-01-23,1900-01-01 09:19:00,1900-01-01 16:22:00,Present,7.05
1004,2024-01-24,1900-01-01 09:14:00,1900-01-01 18:24:00,Present,9.166666666666666
1004,2024-01-25,,,Absent,0.0
1004,2024-01-26,,,Absent,0.0
1004,2024-01-27,1900-01-01 09:07:00,1900-01-01 18:22:00,Present,9.25
1004,2024-01-28,1900-01-01 09:20:00,1900-01-01 18:30:00,Present,9.166666666666666
1004,2024-01-29,1900-01-01 09:06:00,1900-01-01 16:27:00,Present,7.35
1004,2024-01-30,1900-01-01 09:11:00,1900-01-01 17:11:00,Present,8.0
1005,2024-01-01,1900-01-01 09:12:00,1900-01-01 16:26:00,Present,7.233333333333333
1005,2024-01-02,1900-01-01 09:03:00,1900-01-01 16:07:00,Present,7.066666666666666
1005,2024-01-03,,,Absent,0.0
1005,2024-01-04,1900-01-01 10:00:00,1900-01-01 18:05:00,Late,8.083333333333334
1005,2024-01-05,1900-01-01 09:05:00,1900-01-01 17:17:00,Present,8.2
1005,2024-01-06,1900-01-01 09:01:00,1900-01-01 18:21:00,Present,9.333333333333334
1005,2024-01-07,1900-01-01 09:09:00,1900-01-01 17:26:00,Present,8.283333333333333
1005,2024-01-08,1900-01-01 09:12:00,1900-01-01 17:26:00,Late,8.233333333333333
1005,2024-01-09,1900-01-01 09:21:00,1900-01-01 18:34:00,Late,9.216666666666667
1005,2024-01-10,1900-01-01 09:01:00,1900-01-01 16:04:00,Present,7.05
1005,2024-01-11,1900-01-01 09:23:00,1900-01-01 18:30:00,Late,9.116666666666667
1005,2024-01-12,1900-01-01 10:27:00,1900-01-01 19:42:00,Late,9.25
1005,2024-01-13,1900-01-01 09:07:00,1900-01-01 16:14:00,Present,7.116666666666666
1005,2024-01-14,1900-01-01 09:09:00,1900-01-01 17:28:00,Present,8.316666666666666
1005,2024-01-15,1900-01-01 09:06:00,1900-01-01 16:20:00,Present,7.233333333333333
1005,2024-01-16,1900-01-01 09:14:00,1900-01-01 17:40:00,Present,8.433333333333334
1005,2024-01-17,,,Absent,0.0
1005,2024-01-18,1900-01-01 10:28:00,1900-01-01 19:33:00,Late,9.083333333333334
1005,2024-01-19,1900-01-01 09:03:00,1900-01-01 17:10:00,Present,8.116666666666667
1005,2024-01-20,1900-01-01 09:23:00,1900-01-01 17:52:00,Late,8.483333333333333
1005,2024-01-21,1900-01-01 09:11:00,1900-01-01 18:34:00,Present,9.383333333333333
1005,2024-01-22,,,Absent,0.0
1005,2024-01-23,1900-01-01 09:19:00,1900-01-01 17:45:00,Present,8.433333333333334
1005,2024-01-24,1900-01-01 09:01:00,1900-01-01 18:03:00,Present,9.033333333333333
1005,2024-01-25,1900-01-01 09:08:00,1900-01-01 16:26:00,Present,7.3
1005,2024-01-26,1900-01-01 09:02:00,1900-01-01 18:12:00,Present,9.166666666666666
1005,2024-01-27,1900-01-01 09:07:00,1900-01-01 18:08:00,Present,9.016666666666667
1005,2024-01-28,1900-01-01 09:36:00,1900-01-01 17:56:00,Late,8.333333333333334
1005,2024-01-29,1900-01-01 09:08:00,1900-01-01 16:36:00,Present,7.466666666666667
1005,2024-01-30,1900-01-01 09:00:00,1900-01-01 18:29:00,Present,9.483333333333333
1006,2024-01-01,1900-01-01 10:09:00,1900-01-01 17:29:00,Late,7.333333333333333
1006,2024-01-02,1900-01-01 09:10:00,1900-01-01 16:29:00,Present,7.316666666666666
1006,2024-01-03,1900-01-01 10:17:00,1900-01-01 18:27:00,Late,8.166666666666666
1006,2024-01-04,,,Absent,0.0
1006,2024-01-05,1900-01-01 09:18:00,1900-01-01 16:43:00,Present,7.416666666666667
1006,2024-01-06,1900-01-01 09:16:00,1900-01-01 16:20:00,Present,7.066666666666666
1006,2024-01-07,1900-01-01 09:13:00,1900-01-01 18:37:00,Present,9.4
1006,2024-01-08,1900-01-01 09:19:00,1900-01-01 17:34:00,Present,8.25
1006,2024-01-09,1900-01-01 09:12:00,1900-01-01 16:29:00,Present,7.283333333333333
1006,2024-01-10,1900-01-01 09:40:00,1900-01-01 16:46:00,Late,7.1
1006,2024-01-11,1900-01-01 09:17:00,1900-01-01 17:44:00,Present,8.45
1006,2024-01-12,1900-01-01 09:08:00,1900-01-01 18:14:00,Present,9.1
1006,2024-01-13,,,Absent,0.0
1006,2024-01-14,1900-01-01 09:08:00,1900-01-01 16:38:00,Present,7.5
1006,2024-01-15,1900-01-01 10:18:00,1900-01-01 17:22:00,Late,7.066666666666666
1006,2024-01-16,1900-01-01 09:48:00,1900-01-01 18:14:00,Late,8.433333333333334
1006,2024-01-17,1900-01-01 09:11:00,1900-01-01 17:32:00,Present,8.35
1006,2024-01-18,1900-01-01 09:12:00,1900-01-01 18:29:00,Present,9.283333333333333
1006,2024-01-19,1900-01-01 09:12:00,1900-01-01 16:23:00,Present,7.183333333333334
1006,2024-01-20,1900-01-01 09:04:00,1900-01-01 16:28:00,Present,7.4
1006,2024-01-21,1900-01-01 09:00:00,1900-01-01 18:16:00,Present,9.266666666666667
1006,2024-01-22,1900-01-01 09:10:00,1900-01-01 16:31:00,Present,7.35
1006,2024-01-23,1900-01-01 09:13:00,1900-01-01 16:31:00,Present,7.3
1006,2024-01-24,1900-01-01 09:04:00,1900-01-01 16:27:00,Present,7.383333333333334
1006,2024-01-25,1900-01-01 09:01:00,1900-01-01 18:22:00,Present,9.35
1006,2024-01-26,1900-01-01 09:00:00,1900-01-01 18:08:00,Present,9.133333333333333
1006,2024-01-27,1900-01-01 09:14:00,1900-01-01 17:29:00,Present,8.25
1006,2024-01-28,1900-01-01 09:18:00,1900-01-01 18:20:00,Present,9.033333333333333
1006,2024-01-29,1900-01-01 09:10:00,1900-01-01 18:38:00,Present,9.466666666666667
1006,2024-01-30,1900-01-01 09:14:00,1900-01-01 17:27:00,Present,8.216666666666667
1007,2024-01-01,1900-01-01 09:15:00,1900-01-01 17:24:00,Present,8.15
1007,2024-01-02,1900-01-01 09:01:00,1900-01-01 18:11:00,Present,9.166666666666666
1007,2024-01-03,1900-01-01 09:03:00,1900-01-01 16:14:00,Present,7.183333333333334
1007,2024-01-04,1900-01-01 09:14:00,1900-01-01 18:27:00,Present,9.216666666666667
1007,2024-01-05,1900-01-01 09:01:00,1900-01-01 16:11:00,Present,7.166666666666667
1007,2024-01-06,1900-01-01 09:01:00,1900-01-01 18:24:00,Present,9.383333333333333
1007,2024-01-07,1900-01-01 09:07:00,1900-01-01 18:31:00,Present,9.4
1007,2024-01-08,1900-01-01 09:06:00,1900-01-01 18:08:00,Present,9.033333333333333
1007,2024-01-09,1900-01-01 09:01:00,1900-01-01 17:31:00,Late,8.5
1007,2024-01-10,1900-01-01 09:20:00,1900-01-01 18:38:00,Present,9.3
1007,2024-01-11,1900-01-01 09:09:00,1900-01-01 18:16:00,Present,9.116666666666667
1007,2024-01-12,1900-01-01 09:14:00,1900-01-01 18:22:00,Present,9.133333333333333
1007,2024-01-13,1900-01-01 10:16:00,1900-01-01 19:19:00,Late,9.05
1007,2024-01-14,1900-01-01 09:01:00,1900-01-01 17:14:00,Present,8.216666666666667
1007,2024-01-15,1900-01-01 09:14:00,1900-01-01 18:25:00,Present,9.183333333333334
1007,2024-01-16,1900-01-01 09:06:00,1900-01-01 18:29:00,Present,9.383333333333333
1007,2024-01-17,1900-01-01 09:15:00,1900-01-01 18:42:00,Late,9.45
1007,2024-01-18,1900-01-01 10:23:00,1900-01-01 17:46:00,Late,7.383333333333334
1007,2024-01-19,1900-01-01 09:05:00,1900-01-01 16:09:00,Present,7.066666666666666
1007,2024-01-20,1900-01-01 09:17:00,1900-01-01 17:23:00,Present,8.1
1007,2024-01-21,1900-01-01 09:16:00,1900-01-01 16:23:00,Present,7.116666666666666
1007,2024-01-22,1900-01-01 09:35:00,1900-01-01 18:49:00,Late,9.233333333333333
1007,2024-01-23,1900-01-01 09:12:00,1900-01-01 17:31:00,Present,8.316666666666666
1007,2024-01-24,1900-01-01 09:01:00,1900-01-01 16:20:00,Present,7.316666666666666
1007,2024-01-25,1900-01-01 09:08:00,1900-01-01 16:11:00,Present,7.05
1007,2024-01-26,1900-01-01 09:17:00,1900-01-01 16:32:00,Present,7.25
1007,2024-01-27,1900-01-01 09:14:00,1900-01-01 16:39:00,Present,7.416666666666667
1007,2024-01-28,1900-01-01 09:17:00,1900-01-01 18:47:00,Present,9.5
1007,2024-01-29,1900-01-01 10:16:00,1900-01-01 17:31:00,Late,7.25
1007,2024-01-30,1900-01-01 09:09:00,1900-01-01 17:11:00,Present,8.033333333333333
1008,2024-01-01,1900-01-01 09:02:00,1900-01-01 18:13:00,Present,9.183333333333334
1008,2024-01-02,1900-01-01 09:11:00,1900-01-01 16:14:00,Present,7.05
1008,2024-01-03,1900-01-01 09:04:00,1900-01-01 17:25:00,Present,8.35
1008,2024-01-04,1900-01-01 09:20:00,1900-01-01 17:26:00,Present,8.1
1008,2024-01-05,1900-01-01 09:02:00,1900-01-01 16:24:00,Late,7.366666666666666
1008,2024-01-06,1900-01-01 09:08:00,1900-01-01 17:38:00,Late,8.5
1008,2024-01-07,1900-01-01 09:02:00,1900-01-01 18:05:00,Present,9.05
1008,2024-01-08,1900-01-01 09:07:00,1900-01-01 16:36:00,Present,7.483333333333333
1008,2024-01-09,1900-01-01 09:06:00,1900-01-01 18:11:00,Present,9.083333333333334
1008,2024-01-10,,,Absent,0.0
1008,2024-01-11,1900-01-01 09:19:00,1900-01-01 16:41:00,Present,7.366666666666666
1008,2024-01-12,1900-01-01 09:15:00,1900-01-01 16:22:00,Present,7.116666666666666
1008,2024-01-13,1900-01-01 10:10:00,1900-01-01 18:29:00,Late,8.316666666666666
1008,2024-01-14,1900-01-01 09:03:00,1900-01-01 16:32:00,Present,7.483333333333333
1008,2024-01-15,1900-01-01 10:25:00,1900-01-01 18:38:00,Late,8.216666666666667
1008,2024-01-16,1900-01-01 09:39:00,1900-01-01 18:43:00,Late,9.066666666666666
1008,2024-01-17,1900-01-01 09:08:00,1900-01-01 16:08:00,Present,7.0
1008,2024-01-18,1900-01-01 09:02:00,1900-01-01 17:07:00,Present,8.083333333333334
1008,2024-01-19,1900-01-01 09:15:00,1900-01-01 16:20:00,Present,7.083333333333333
1008,2024-01-20,1900-01-01 09:17:00,1900-01-01 17:33:00,Present,8.266666666666667
1008,2024-01-21,1900-01-01 09:17:00,1900-01-01 17:44:00,Present,8.45
1008,2024-01-22,1900-01-01 10:00:00,1900-01-01 19:19:00,Late,9.316666666666666
1008,2024-01-23,1900-01-01 09:07:00,1900-01-01 18:08:00,Present,9.016666666666667
1008,2024-01-24,1900-01-01 09:14:00,1900-01-01 17:44:00,Present,8.5
1008,2024-01-25,1900-01-01 10:02:00,1900-01-01 19:08:00,Late,9.1
1008,2024-01-26,1900-01-01 09:01:00,1900-01-01 16:29:00,Present,7.466666666666667
1008,2024-01-27,,,Absent,0.0
1008,2024-01-28,1900-01-01 09:04:00,1900-01-01 17:14:00,Present,8.166666666666666
1008,2024-01-29,1900-01-01 09:15:00,1900-01-01 16:43:00,Present,7.466666666666667
1008,2024-01-30,1900-01-01 09:03:00,1900-01-01 17:16:00,Present,8.216666666666667
1009,2024-01-01,1900-01-01 09:12:00,1900-01-01 16:29:00,Present,7.283333333333333
1009,2024-01-02,1900-01-01 09:04:00,1900-01-01 16:29:00,Present,7.416666666666667
1009,2024-01-03,1900-01-01 09:18:00,1900-01-01 17:31:00,Present,8.216666666666667
1009,2024-01-04,1900-01-01 09:01:00,1900-01-01 18:28:00,Present,9.45
1009,2024-01-05,1900-01-01 09:12:00,1900-01-01 16:12:00,Present,7.0
1009,2024-01-06,1900-01-01 09:01:00,1900-01-01 17:13:00,Present,8.2
1009,2024-01-07,1900-01-01 09:14:00,1900-01-01 18:44:00,Late,9.5
1009,2024-01-08,1900-01-01 09:02:00,1900-01-01 18:30:00,Present,9.466666666666667
1009,2024-01-09,1900-01-01 09:15:00,1900-01-01 16:22:00,Present,7.116666666666666
1009,2024-01-10,1900-01-01 09:17:00,1900-01-01 16:21:00,Present,7.066666666666666
1009,2024-01-11,,,Absent,0.0
1009,2024-01-12,1900-01-01 09:01:00,1900-01-01 17:02:00,Present,8.016666666666667
1009,2024-01-13,1900-01-01 09:14:00,1900-01-01 17:38:00,Present,8.4
1009,2024-01-14,1900-01-01 10:04:00,1900-01-01 19:13:00,Late,9.15
1009,2024-01-15,1900-01-01 09:05:00,1900-01-01 17:34:00,Present,8.483333333333333
1009,2024-01-16,1900-01-01 09:02:00,1900-01-01 16:30:00,Present,7.466666666666667
1009,2024-01-17,,,Absent,0.0
1009,2024-01-18,1900-01-01 09:08:00,1900-01-01 18:22:00,Present,9.233333333333333
1009,2024-01-19,1900-01-01 09:07:00,1900-01-01 17:27:00,Present,8.333333333333334
1009,2024-01-20,1900-01-01 09:07:00,1900-01-01 17:22:00,Present,8.25
1009,2024-01-21,1900-01-01 09:47:00,1900-01-01 16:59:00,Late,7.2
1009,2024-01-22,,,Absent,0.0
1009,2024-01-23,1900-01-01 09:02:00,1900-01-01 17:18:00,Present,8.266666666666667
1009,2024-01-24,,,Absent,0.0
1009,2024-01-25,1900-01-01 09:10:00,1900-01-01 18:14:00,Present,9.066666666666666
1009,2024-01-26,,,Absent,0.0
1009,2024-01-27,1900-01-01 09:15:00,1900-01-01 16:25:00,Present,7.166666666666667
1009,2024-01-28,,,Absent,0.0
1009,2024-01-29,1900-01-01 09:12:00,1900-01-01 18:34:00,Present,9.366666666666667
1009,2024-01-30,1900-01-01 09:07:00,1900-01-01 17:31:00,Present,8.4
1010,2024-01-01,1900-01-01 09:20:00,1900-01-01 17:41:00,Present,8.35
1010,2024-01-02,1900-01-01 10:09:00,1900-01-01 19:31:00,Late,9.366666666666667
1010,2024-01-03,1900-01-01 09:07:00,1900-01-01 18:26:00,Present,9.316666666666666
1010,2024-01-04,1900-01-01 09:04:00,1900-01-01 17:20:00,Present,8.266666666666667
1010,2024-01-05,1900-01-01 10:04:00,1900-01-01 19:28:00,Late,9.4
1010,2024-01-06,1900-01-01 09:21:00,1900-01-01 18:25:00,Late,9.066666666666666
1010,2024-01-07,1900-01-01 10:08:00,1900-01-01 18:33:00,Late,8.416666666666666
1010,2024-01-08,1900-01-01 09:18:00,1900-01-01 18:35:00,Present,9.283333333333333
1010,2024-01-09,,,Absent,0.0
1010,2024-01-10,1900-01-01 09:15:00,1900-01-01 16:21:00,Present,7.1
1010,2024-01-11,,,Absent,0.0
1010,2024-01-12,1900-01-01 09:01:00,1900-01-01 17:18:00,Present,8.283333333333333
1010,2024-01-13,,,Absent,0.0
1010,2024-01-14,1900-01-01 09:16:00,1900-01-01 17:46:00,Present,8.5
1010,2024-01-15,1900-01-01 10:03:00,1900-01-01 18:16:00,Late,8.216666666666667
1010,2024-01-16,1900-01-01 10:30:00,1900-01-01 17:42:00,Late,7.2
1010,2024-01-17,,,Absent,0.0
1010,2024-01-18,1900-01-01 09:01:00,1900-01-01 18:04:00,Present,9.05
1010,2024-01-19,1900-01-01 09:17:00,1900-01-01 18:45:00,Present,9.466666666666667
1010,2024-01-20,1900-01-01 09:29:00,1900-01-01 18:35:00,Late,9.1
1010,2024-01-21,1900-01-01 09:13:00,1900-01-01 17:38:00,Present,8.416666666666666
1010,2024-01-22,1900-01-01 09:12:00,1900-01-01 18:40:00,Present,9.466666666666667
1010,2024-01-23,1900-01-01 09:08:00,1900-01-01 18:25:00,Present,9.283333333333333
1010,2024-01-24,,,Absent,0.0
1010,2024-01-25,1900-01-01 09:05:00,1900-01-01 18:24:00,Present,9.316666666666666
1010,2024-01-26,1900-01-01 09:56:00,1900-01-01 18:16:00,Late,8.333333333333334
1010,2024-01-27,1900-01-01 09:16:00,1900-01-01 17:45:00,Present,8.483333333333333
1010,2024-01-28,,,Absent,0.0
1010,2024-01-29,1900-01-01 09:05:00,1900-01-01 16:05:00,Present,7.0
1010,2024-01-30,1900-01-01 10:09:00,1900-01-01 18:26:00,Late,8.283333333333333
1011,2024-01-01,1900-01-01 09:13:00,1900-01-01 17:30:00,Present,8.283333333333333
1011,2024-01-02,1900-01-01 09:16:00,1900-01-01 18:37:00,Present,9.35
1011,2024-01-03,1900-01-01 09:42:00,1900-01-01 17:05:00,Late,7.383333333333334
1011,2024-01-04,1900-01-01 09:11:00,1900-01-01 18:17:00,Present,9.1
1011,2024-01-05,1900-01-01 09:14:00,1900-01-01 18:27:00,Present,9.216666666666667
1011,2024-01-06,,,Absent,0.0
1011,2024-01-07,1900-01-01 09:05:00,1900-01-01 18:10:00,Present,9.083333333333334
1011,2024-01-08,1900-01-01 09:19:00,1900-01-01 17:42:00,Present,8.383333333333333
1011,2024-01-09,1900-01-01 09:26:00,1900-01-01 16:50:00,Late,7.4
1011,2024-01-10,1900-01-01 09:24:00,1900-01-01 18:33:00,Late,9.15
1011,2024-01-11,1900-01-01 09:05:00,1900-01-01 18:09:00,Present,9.066666666666666
1011,2024-01-12,1900-01-01 09:03:00,1900-01-01 18:31:00,Present,9.466666666666667
1011,2024-01-13,,,Absent,0.0
1011,2024-01-14,1900-01-01 09:52:00,1900-01-01 18:57:00,Late,9.083333333333334
1011,2024-01-15,1900-01-01 09:03:00,1900-01-01 18:23:00,Present,9.333333333333334
1011,2024-01-16,1900-01-01 09:19:00,1900-01-01 17:34:00,Present,8.25
1011,2024-01-17,1900-01-01 09:17:00,1900-01-01 16:37:00,Present,7.333333333333333
1011,2024-01-18,1900-01-01 09:10:00,1900-01-01 17:17:00,Present,8.116666666666667
1011,2024-01-19,1900-01-01 09:09:00,1900-01-01 18:21:00,Present,9.2
1011,2024-01-20,1900-01-01 09:12:00,1900-01-01 17:38:00,Late,8.433333333333334
1011,2024-01-21,1900-01-01 09:03:00,1900-01-01 16:15:00,Present,7.2
1011,2024-01-22,1900-01-01 09:13:00,1900-01-01 16:32:00,Present,7.316666666666666
1011,2024-01-23,1900-01-01 09:20:00,1900-01-01 16:36:00,Present,7.266666666666667
1011,2024-01-24,1900-01-01 09:14:00,1900-01-01 16:36:00,Present,7.366666666666666
1011,2024-01-25,1900-01-01 09:02:00,1900-01-01 16:15:00,Present,7.216666666666667
1011,2024-01-26,1900-01-01 09:19:00,1900-01-01 18:30:00,Present,9.183333333333334
